Address,Title 1,Meta Description 1,Readability,Format,Topic,Value,Notes
https://accessibility.civicactions.com/posts/governments-accessibility-opensource,Mike Gifford Presented in at Inclusive Design & Accessibility Meetup in the Netherlands | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Normal,News,Open source,2 Normal,Links to external article
https://accessibility.civicactions.com/personas/designer-darcy,Designer Darcy | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Normal,Detail,Personas,2 Normal,
https://accessibility.civicactions.com/personas/engineer-emery,Engineer Emery | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Normal,Detail,Personas,2 Normal,
https://accessibility.civicactions.com/playbook/ai-and-ia,Consider AI & IA | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Normal,Guide,Tools,2 Normal,
https://accessibility.civicactions.com/playbook/AT,Test with assistive technology | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Normal,Guide,Tools,2 Normal,
https://accessibility.civicactions.com/about/contact,Contact form | CivicActions Accessibility,Ways to connect with us.,Normal,Transaction,General accessibility,2 Normal,
https://accessibility.civicactions.com/contact,Redirecting…,,Normal,Transaction,Tools,2 Normal,
https://accessibility.civicactions.com/playbook/training,Invest in accessibility training | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Normal,Guide,Training,2 Normal,
https://accessibility.civicactions.com/about/people/,People | CivicActions Accessibility,Meet the humans of CivicActions Accessibility.,Normal,Section index,,2 Normal,
https://accessibility.civicactions.com/people,Redirecting…,,Normal,Section index,,2 Normal,
https://accessibility.civicactions.com/roles/content-designer,Content designer | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Very Hard,Collection,Training,2 Normal,
https://accessibility.civicactions.com/roles/developer,Developer | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Very Hard,Collection,Training,2 Normal,
https://accessibility.civicactions.com/roles/executive,Executive | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Very Hard,Collection,Training,2 Normal,
https://accessibility.civicactions.com/roles/operations,Operations | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Very Hard,Collection,Training,2 Normal,
https://accessibility.civicactions.com/roles/procurement,Procurement | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Very Hard,Collection,Training,2 Normal,
https://accessibility.civicactions.com/roles/product-manager,Product manager | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Very Hard,Collection,Training,2 Normal,
https://accessibility.civicactions.com/roles/project-manager,Project manager | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Very Hard,Collection,Training,2 Normal,
https://accessibility.civicactions.com/roles/ux-designer,UX designer | CivicActions Accessibility,"CivicActions Accessibility Site: A collection of resources about digital accessibility and how it aligns with open source, CivicTech and Digital Transformation.",Very Hard,Collection,Training,2 Normal,
https://accessibility.civicactions.com/ACR/,Accessibility Conformance Report (ACR) | CivicActions Accessibility,,,,,,
https://accessibility.civicactions.com/ACR/Drupal9AccessibilityConformanceReport-December2020.html,Drupal Accessibility Conformance Report,,,,,,
https://accessibility.civicactions.com/ACR/Drupal9AccessibilityConformanceReport.html,Drupal Accessibility Conformance Report | CivicActions Accessibility,,,,,,
https://accessibility.civicactions.com/guide/defect-priority,Accessibility bug classification | CivicActions Accessibility,,,,,,
https://accessibility.civicactions.com/posts/delivering-digital-first-turning-21st-century-idea-into-action,Delivering Digital First: Turning 21st Century IDEA into Action | CivicActions Accessibility,,,,,,
https://accessibility.civicactions.com/posts/how-we-helped-a-government-website-achieve-zero-accessibility-errors,How We Helped a Government Website Achieve Zero Accessibility Errors* | CivicActions Accessibility,,,,,,
https://accessibility.civicactions.com/posts/measuring-the-impact-of-manual-accessibility-testing,Measuring the Impact of Manual Accessibility Testing | CivicActions Accessibility,,,,,,
https://accessibility.civicactions.com/posts/prioritizing-accessibility-bugs-for-maximum-impact,Prioritizing accessibility bugs for maximum impact | CivicActions Accessibility,,,,,,
https://accessibility.civicactions.com/roles/designer,Designer | CivicActions Accessibility,,,,,,
https://accessibility.civicactions.com/SECURITY.html,Security Policy | CivicActions Accessibility,,,,,,
